EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,Address,geocoded
440 North Lamb Lane,"PO Box 922, Grantsville, UT, 84029",Grantsville,UT,84029,440 North Lamb Lane Grantsville UT 84029,"(40.596215, -112.4086724)"
1407 Maxie Hwy. ,,Iota,LA,70543,1407 Maxie Hwy.  Iota LA 70543,"(30.3198599, -92.4738222)"
145 Jenkins Rd,,Sparta,MO,65753,145 Jenkins Rd Sparta MO 65753,"(37.0101221, -93.0608088)"
618 Peter Brown Ln,P.O. Box 304,Monticello,FL,32345,618 Peter Brown Ln Monticello FL 32345,"(30.349274, -83.937023)"
705 Highway 36,P.O. Box 230,Scandia,KS,66966,705 Highway 36 Scandia KS 66966,"(39.7976173, -97.8181048)"
35694 215th Ave,,Goodhue,MN,55027,35694 215th Ave Goodhue MN 55027,"(44.430625, -92.598473)"
26425 State Hwy 50,,Freedom,OK,73842,26425 State Hwy 50 Freedom OK 73842,"(36.789601, -99.1166065)"
2488 W NC Hwy 403,,Faison ,NC,28341,2488 W NC Hwy 403 Faison  NC 28341,"(35.1125696, -78.1563747)"
5129 Road K ,"PO Box 669 Hooker, Texas County, OK 73945",Hooker,OK,73945,5129 Road K  Hooker OK 73945,"(36.86002610000001, -101.2134954)"
3001 Pisgah Pike,,Versailles,KY,40383,3001 Pisgah Pike Versailles KY 40383,"(38.0835109, -84.6662448)"
8170 AL Highway 9,,Anniston,AL,36207,8170 AL Highway 9 Anniston AL 36207,"(33.756076, -85.69097599999999)"
145 Tennessee Valley Drive,,Winchester,TN,37398,145 Tennessee Valley Drive Winchester TN 37398,"(35.1583197, -86.137671)"
3307 Sanger Creek Way,,Waxahachie,TX,75165,3307 Sanger Creek Way Waxahachie TX 75165,"(32.4697944, -96.8154642)"
8037 Deschutes Road,,Palo Cedro,CA,96073,8037 Deschutes Road Palo Cedro CA 96073,"(40.5213257, -122.2370562)"
277 WPA Rd.,,Bunkie,LA,71322,277 WPA Rd. Bunkie LA 71322,"(30.792612, -92.1728179)"
181 Americana Drive,,Shubuta,MS,39360,181 Americana Drive Shubuta MS 39360,"(31.9484311, -88.7752232)"
4837 FM 877,,Waxahachie,TX,75165,4837 FM 877 Waxahachie TX 75165,"(32.3129324, -96.7899549)"
6085 BumpGate Rd.,,Pipe Creek,TX,78063,6085 BumpGate Rd. Pipe Creek TX 78063,"(29.633588, -98.9287519)"
4428 Pine Point Rd,,Ville Platte,LA,70586,4428 Pine Point Rd Ville Platte LA 70586,"(30.663084, -92.34657399999999)"
161 Windmill Lane,,Lucedale,MS,39452,161 Windmill Lane Lucedale MS 39452,"(30.8354181, -88.5206642)"
16248 M-216,,Three Rivers,MI,49093,16248 M-216 Three Rivers MI 49093,"(42.029152, -85.64098299999999)"
2650 Eltopia West Road,,Eltopia,WA,99330,2650 Eltopia West Road Eltopia WA 99330,"(46.46006939999999, -119.0581658)"
1489 W 460,"Mailing:  21540 E 430 Road, Claremore, OK 74017 ",Pryor,OK,74361,1489 W 460 Pryor OK 74361,"(36.34878399999999, -95.282066)"
205 Lawndale St.,,Mohall,ND,58761,205 Lawndale St. Mohall ND 58761,"(48.8658243, -101.5691101)"
18431 Peter Avenue,,Reedley,CA,93654,18431 Peter Avenue Reedley CA 93654,"(36.6363699, -119.4585792)"
1451 Old Hwy 26,,Perkinston,MS,39573,1451 Old Hwy 26 Perkinston MS 39573,"(30.799266, -89.26311199999999)"
P.O. Box 15,"2721 County Rd 292, Littlefield, TX  79339",Spade,TX,79369,P.O. Box 15 Spade TX 79369,"(33.9262001, -102.1535093)"
11014 LA Hwy 711,,Gueydan,LA,70542,11014 LA Hwy 711 Gueydan LA 70542,"(29.9926516, -92.4620847)"
1111 River Road,"P.O. Box 1588  Yakima, WA  98907",Yakima,WA,98903,1111 River Road Yakima WA 98903,"(46.62240070000001, -120.523931)"
575 County Road 5010,,Blue Ridge,TX,75424,575 County Road 5010 Blue Ridge TX 75424,"(33.3699823, -96.36561429999999)"
10910 128th St NW,,Burlington,ND,58722,10910 128th St NW Burlington ND 58722,"(48.3490574, -101.4859597)"
48 S Canal St,,Oxford,NY,13830,48 S Canal St Oxford NY 13830,"(42.4376383, -75.60419089999999)"
557 FM 37,,Hale Center,TX,79041,557 FM 37 Hale Center TX 79041,"(33.9923804, -102.001913)"
P.O. Box 671,302 CR 402,Danbury,TX,77534,P.O. Box 671 Danbury TX 77534,"(29.2282966, -95.34493649999999)"
P.O. Box 2,264 Railroad Ave,Holly Bluff,MS,39088,P.O. Box 2 Holly Bluff MS 39088,"(32.8211767, -90.7082269)"
201 Grand Prairie Road,,Frazer,MT,59225,201 Grand Prairie Road Frazer MT 59225,"(48.2728487, -105.9578612)"
Box 190,1081 CR 260,Plains,TX,79355,Box 190 Plains TX 79355,"(33.1887135, -102.8279888)"
5210 County Road 2,"10435  54th Ave NW, Sherwood, ND 58782, Renville County",Sherwood,ND,58782,5210 County Road 2 Sherwood ND 58782,"(48.9654453, -101.8485668)"
43 Heeler Road,"19595 County Road 50, La Salle, CO 80645, Weld County",Clayton,NM,88415,43 Heeler Road Clayton NM 88415,"(36.5122166, -103.0156898)"
5376 FM 545,,Melissa,TX,75454,5376 FM 545 Melissa TX 75454,"(33.2916922, -96.50427750000001)"
7470  42nd Ave NW,, Carpio,ND,58725,7470  42nd Ave NW  Carpio ND 58725,"(48.4996936, -101.6231413)"
1209 Morrier Lane,,Yakima,WA,98901,1209 Morrier Lane Yakima WA 98901,"(46.5863969, -120.4141125)"
13245 230th Ave.,"PO Box 356, Isabel, SD, 57633",Isabel,SD,57633,13245 230th Ave. Isabel SD 57633,"(45.4813937, -101.5122146)"
265 Showboat Blvd,,Hastings,NE,68901,265 Showboat Blvd Hastings NE 68901,"(40.584379, -98.3560371)"
49911 N 503rd Ave,,Aguila ,AZ,85320,49911 N 503rd Ave Aguila  AZ 85320,"(33.942405, -113.1424458)"
905 Varley Road,,Grace,ID,83241,905 Varley Road Grace ID 83241,"(42.550309, -111.785782)"
1010 B Melancon Street,P O Box 626 Henderson LA 70517 (Mailing),Henderson,LA,70517,1010 B Melancon Street Henderson LA 70517,"(30.31427, -91.79032099999999)"
1824 Moores Swamp Rd,PO Box 67,Ivanhoe ,NC,28447,1824 Moores Swamp Rd Ivanhoe  NC 28447,"(34.556689, -78.2962173)"
130 Ely Ave,PO Box 152002,Ely,NV,89301,130 Ely Ave Ely NV 89301,"(39.2517262, -114.8806939)"
1015 W. Hwy 44,,Encinal,TX,78019,1015 W. Hwy 44 Encinal TX 78019,"(28.0451868, -99.366658)"
7707 Community House Road ,"Mailing: P.O. Box 121, Hurley, MS 39555",Moss Point ,MS,39562,7707 Community House Road  Moss Point  MS 39562,"(30.5840302, -88.4786848)"
8041 Deschutes Rd,,Palo Cedro,CA,96073,8041 Deschutes Rd Palo Cedro CA 96073,"(40.5225577, -122.2364147)"
510 35 1/2 Road,"(mailing address:  PO Box 555, Palisade, CO  81526)",Palisade,CO,81526,510 35 1/2 Road Palisade CO 81526,"(39.079693, -108.3941084)"
15-1856 16th Avenue,P O Box 706 Hilo HI 96721 (Mailing),Kea'au,HI,97649,15-1856 16th Avenue Kea'au HI 97649,"(19.5766442, -154.962165)"
2765 Union Mill Road,,Nicholasville,KY,40356,2765 Union Mill Road Nicholasville KY 40356,"(37.8949393, -84.49134719999999)"
13957 Malt Rd,PO Box 308 Santaquin UT 84655 Mailing,Caldwell,ID,83607,13957 Malt Rd Caldwell ID 83607,"(43.57449870000001, -116.7524371)"
5700 Occidental Road,,Santa Rosa,CA,95401,5700 Occidental Road Santa Rosa CA 95401,"(38.4196076, -122.8143715)"
13398 60th St NW,,Williston,ND,58801,13398 60th St NW Williston ND 58801,"(48.2708789, -103.5825935)"
1111 RIVER ROAD,,YAKIMA,WA,98902,1111 RIVER ROAD YAKIMA WA 98902,"(46.62240070000001, -120.523931)"
449 Harrison Road,,Salinas,CA,93907,449 Harrison Road Salinas CA 93907,"(36.7526955, -121.6568959)"
315 Coleman Road ,,McDonald,PA,15057,315 Coleman Road  McDonald PA 15057,"(40.3350509, -80.21100539999999)"
211 E. 4th Street,P.O. Box 212,Faith,SD,57626,211 E. 4th Street Faith SD 57626,"(45.0204197, -102.0358784)"
3824 Highline Canal Rd.,,Palisade,CO,81526,3824 Highline Canal Rd. Palisade CO 81526,"(39.1164214, -108.3434647)"
195 Hunewill Lane,,Wellington,NV,89444,195 Hunewill Lane Wellington NV 89444,"(38.8803677, -119.3839241)"
582 Barnhill Blueberry Lane,,Ivanhoe,NC,28447,582 Barnhill Blueberry Lane Ivanhoe NC 28447,"(34.5423621, -78.28354050000002)"
PO BOX 68 ,42 County Road 561 South,Savery ,WY,82332,PO BOX 68  Savery  WY 82332,"(41.024965, -107.4497854)"
215 South 800 East ,,Genola ,UT,84655,215 South 800 East  Genola  UT 84655,"(39.9919727, -111.824021)"
14130 County Road 117,,West Sacramento,CA,95691,14130 County Road 117 West Sacramento CA 95691,"(38.7314404, -121.6074061)"
566 Kindig Road,,Waynesboro,VA,22980,566 Kindig Road Waynesboro VA 22980,"(38.0477554, -78.98795659999999)"
5388 Becnel Lane,,Oscar,LA,70762,5388 Becnel Lane Oscar LA 70762,"(30.6221725, -91.4799342)"
45075 Bohan Dillon Road,,Cazadero,CA,95421,45075 Bohan Dillon Road Cazadero CA 95421,"(38.570138, -123.2500608)"
1201 S Kimball Avenue,,Caldwell,ID,83605,1201 S Kimball Avenue Caldwell ID 83605,"(43.6590734, -116.6959393)"
0304 Otter Creek Road,,Silverthorne,CO,80498,0304 Otter Creek Road Silverthorne CO 80498,"(39.8471265, -106.2691315)"
13390 SD Hwy 65,"P.O. Box 37, Isabel, SD 57633, Dewey County",Isabel ,SD,57633,13390 SD Hwy 65 Isabel  SD 57633,"(45.4599796, -101.429412)"
2050 8th St NE,,Goodrich,ND,58444,2050 8th St NE Goodrich ND 58444,"(47.530214, -100.1113419)"
17049 Bridgeforth Road,"P.O.Box 159, Tanner, Limestone County, AL 35671",Tanner,AL,35671,17049 Bridgeforth Road Tanner AL 35671,"(34.6949591, -87.0235807)"
155 Yearling Row,,Chesapeake City,MD,21915,155 Yearling Row Chesapeake City MD 21915,"(39.4987941, -75.81370749999999)"
1666 E Ave,,Emerson,NE,68733,1666 E Ave Emerson NE 68733,"(42.2150309, -96.7163454)"
9025 S Lewis Ave,,Tulsa,OK,74137,9025 S Lewis Ave Tulsa OK 74137,"(36.033051, -95.9529168)"
6109 Wolftown-Hood Road,,Madison,VA,22727,6109 Wolftown-Hood Road Madison VA 22727,"(38.3519788, -78.31016)"
3555 Keene Road,,Nicholasville,KY,40356,3555 Keene Road Nicholasville KY 40356,"(37.9403816, -84.63710379999999)"
420 Diamond Bar Ranch Lane ,"2595 Lucky John Drive Park City, UT 84060",Chinook,MT,59523,420 Diamond Bar Ranch Lane  Chinook MT 59523,"(48.27462999999999, -109.5205246)"
222 R Y Trail,,FLAXVILLE ,MT,59222,222 R Y Trail FLAXVILLE  MT 59222,"(48.7716195, -105.1703674)"
PO Box 1161,,Scobey,MT,59263,PO Box 1161 Scobey MT 59263,"(48.7925242, -105.4208268)"
1168 12th St. NE ,,Grand Forks ,ND,58201,1168 12th St. NE  Grand Forks  ND 58201,"(47.84082069999999, -97.0870873)"
2328 Hwy 268,,Broxton,GA,31519,2328 Hwy 268 Broxton GA 31519,"(31.6462281, -82.8650088)"
13245 Woodinville- Redmond Rd NE ,,Redmond,WA,98052,13245 Woodinville- Redmond Rd NE  Redmond WA 98052,"(47.7199074, -122.1355283)"
13995 99th St NE,,Cavalier,ND,58220,13995 99th St NE Cavalier ND 58220,"(48.8485813, -97.6451668)"
990 County Road 12A,,Ridgeway ,CO,81432,990 County Road 12A Ridgeway  CO 81432,"(38.173434, -107.7232358)"
30610 E Colfax Ave,,Watkins,CO,80137,30610 E Colfax Ave Watkins CO 80137,"(39.731419, -104.6297249)"
3083 Konnowac Pass,,Wapato,WA,98951,3083 Konnowac Pass Wapato WA 98951,"(46.4961299, -120.347744)"
510 Co Rd 712,,Enterprise,AL,36330,510 Co Rd 712 Enterprise AL 36330,"(31.25843, -85.83158)"
3130 Zimmerman Place,,Billings,MT,59106,3130 Zimmerman Place Billings MT 59106,"(45.80503969999999, -108.5953343)"
272 XIT Road,,Terry,MT,59349,272 XIT Road Terry MT 59349,"(47.07154939999999, -105.5898655)"
551 SW 30 RD.,,Great Bend,KS,67530,551 SW 30 RD. Great Bend KS 67530,"(38.3170077, -98.8753289)"
500 N. Middletown Rd,"P.O. Box 716  Paris, KY  40362",Paris,KY,40361,500 N. Middletown Rd Paris KY 40361,"(38.2168403, -84.22654070000002)"
203 Kim Curry Road ,,Ekalaka,MT,59324,203 Kim Curry Road  Ekalaka MT 59324,"(45.7030772, -104.3339307)"
305 Olds Station Rd. ,,Wenatchee,WA,98801,305 Olds Station Rd.  Wenatchee WA 98801,"(47.4611466, -120.331044)"
19100 Piper Ln.,,Penn Valley,CA,95946,19100 Piper Ln. Penn Valley CA 95946,"(39.2687381, -121.2251205)"
344115 Big Creek Rd,"44115 Big Creek Rd. Winnemucca, NV, 89445",Winnemucca,NV,89445,344115 Big Creek Rd Winnemucca NV 89445,"(41.6417935, -118.5861364)"
12975 Highway 17,,Montevallo,AL,35115,12975 Highway 17 Montevallo AL 35115,"(33.1634476, -86.8619083)"
4740 Cross Keys Rd.,,Shorter,AL,36075,4740 Cross Keys Rd. Shorter AL 36075,"(32.3957363, -85.9060372)"
1272 NE 120 Road,,Claflin,KS,67525,1272 NE 120 Road Claflin KS 67525,"(38.5368141, -98.54098890000002)"
116 S Longhorn Rd,,Dighton,KS,67839,116 S Longhorn Rd Dighton KS 67839,"(38.4642369, -100.4485534)"
392 North 300 East,,Jerome,ID,83338,392 North 300 East Jerome ID 83338,"(42.7805559, -114.4624488)"
1290 West 5 Lane North,1290 West 5 Lane North,Paul,ID,83347,1290 West 5 Lane North Paul ID 83347,"(42.617842, -113.913484)"
1287 Country Road 167,,Chappel,NE,69129,1287 Country Road 167 Chappel NE 69129,"(41.0892538, -102.4562175)"
P.O. Box 1582,1200 Hwy 11,Columbus,NM,88029,P.O. Box 1582 Columbus NM 88029,"(31.8282513, -107.6451124)"
10020 John Russell Rd.,,Charlotte,NC,28213,10020 John Russell Rd. Charlotte NC 28213,"(35.28643539999999, -80.7039204)"
621 Resweber Street,,St. Martinville,LA,70582,621 Resweber Street St. Martinville LA 70582,"(30.1294601, -91.8201394)"
14096 Hwy 84,P O Box 251 Jonesville LA 71343 (Mailing),Jonesville,LA,71343,14096 Hwy 84 Jonesville LA 71343,"(31.6107365, -91.7590747)"
4722 Duralde Highway,,Basile,LA,70515,4722 Duralde Highway Basile LA 70515,"(30.548154, -92.52022)"
6080 Shellsford Rd,,McMinnville,TN,37110,6080 Shellsford Rd McMinnville TN 37110,"(35.68324339999999, -85.7033602)"
3612 Crochet Road,,Jennings,LA,70546,3612 Crochet Road Jennings LA 70546,"(30.3632486, -92.65592439999999)"
204 Circle Dr,,Douglas,GA,31533,204 Circle Dr Douglas GA 31533,"(31.5176685, -82.8716546)"
3000 West County Rd 70,PO Box 321,Baggs,WY,82321,3000 West County Rd 70 Baggs WY 82321,"(41.0357978, -107.6575694)"
5427 Highway 56,"Mailing:   P. O. Box 213 ,  Gackle,  ND 58442-0213 ",Gackle,ND,58442-0213,5427 Highway 56 Gackle ND 58442-0213,"(46.6205069, -99.14043509999999)"
11226 Deschutes Road,,Palo Cedro,CA,96073,11226 Deschutes Road Palo Cedro CA 96073,"(40.6137449, -122.2358374)"
610 Bradley Lane,,Eunice,LA,70535,610 Bradley Lane Eunice LA 70535,"(30.398224, -92.42606099999999)"
3620 F Road,"(mailing address:  3708 F Road, Palisade, CO  81526)",Palisade,CO,81526,3620 F Road Palisade CO 81526,"(39.093264, -108.381919)"
275 7th Avenue,,New York,NY,10001,275 7th Avenue New York NY 10001,"(40.7456933, -73.9942808)"
693 Elbert Robinson Road,,Roanoke,LA,70581,693 Elbert Robinson Road Roanoke LA 70581,"(30.2396264, -92.7477268)"
804 East Main St.,,Fredericksburg,TX,78624,804 East Main St. Fredericksburg TX 78624,"(30.2668724, -98.85977410000001)"
5632 LA Highway 700,,Kaplan,LA,70548,5632 LA Highway 700 Kaplan LA 70548,"(30.069172, -92.2427529)"
2862 Sandhill Road,,Auburn,AL,36830,2862 Sandhill Road Auburn AL 36830,"(32.5332087, -85.47057699999999)"
102 westminster Rd,,Canterbury,CT,6331,102 westminster Rd Canterbury CT 6331,"(41.6952501, -71.9849832)"
12961 87th Street N. E.,,Mountain,ND,58262,12961 87th Street N. E. Mountain ND 58262,"(48.6758095, -97.8485779)"
P.O. Box 562,1005 Irene,Winnie,TX,77665,P.O. Box 562 Winnie TX 77665,"(29.8202205, -94.38407769999999)"
3955 West Old Highway Road,3955 West Old Highway Road,Morgan,UT,84050,3955 West Old Highway Road Morgan UT 84050,"(41.1330945, -111.7722368)"
4724 Dry Creek Road,,Healdsburg,CA,95448,4724 Dry Creek Road Healdsburg CA 95448,"(38.6688688, -122.9382642)"
230 Cameron Avenue ,Po Box 399,Vass ,NC,28394,230 Cameron Avenue  Vass  NC 28394,"(35.259144, -79.27738099999999)"
PO Box 369,County Road 722 #35,Baggs ,WY,82321,PO Box 369 Baggs  WY 82321,"(41.0357978, -107.6575694)"
440 W Tefft Street,,Nipomo,CA,93444,440 W Tefft Street Nipomo CA 93444,"(35.0378356, -120.4834287)"
10955 Hwy 6 West,,Batesville,MS,38606,10955 Hwy 6 West Batesville MS 38606,"(34.2894578, -90.1062991)"
P.O. Box 441,808 Enchanted Oaks Dr.,Angleton,TX,77516,P.O. Box 441 Angleton TX 77516,"(29.1825434, -95.432833)"
303 State Hwy 83,,Lovington,NM,88260,303 State Hwy 83 Lovington NM 88260,"(32.9444581, -103.2223689)"
P.O. Box 360,2248 County Line Road,American Falls,ID,83211,P.O. Box 360 American Falls ID 83211,"(42.7860226, -112.8544377)"
53 Natchez Trace,,Flora,IL,62839,53 Natchez Trace Flora IL 62839,"(38.6833515, -88.48273069999999)"
35188 County Road 128 ,,Sidney ,MT,59270,35188 County Road 128  Sidney  MT 59270,"(47.7611195, -104.1223649)"
18222 County Road 12 W,,Walden,CO,80480,18222 County Road 12 W Walden CO 80480,"(40.724116, -106.304006)"
715 Lloyd Road,,Georgetown,KY,40324,715 Lloyd Road Georgetown KY 40324,"(38.234527, -84.59514)"
237 E. Main, PO Box 15 ,Summit,UT,84772,237 E. Main Summit UT 84772,"(37.8013987, -112.9304323)"
578 Bowentown Rd.,,Bridgeton,NJ,8302,578 Bowentown Rd. Bridgeton NJ 8302,"(39.4325621, -75.3127018)"
4050 Topaz Park Road,"1300 Buckeye Road Suite B, Minden, NV  89423",Gardnerville,NV,89410,4050 Topaz Park Road Gardnerville NV 89410,"(38.6938697, -119.5155768)"
8050 S. US Hwy 27,,South Bay,FL,33493,8050 S. US Hwy 27 South Bay FL 33493,"(26.5656085, -80.70877209999999)"
37831 205th. Street,,Columbus,NE,68601,37831 205th. Street Columbus NE 68601,"(41.4396375, -97.609505)"
40 miles SW of Fort Stockton,"PO Box 555, Fort Stockton, TX, 79735",Fort Stockton,TX,79735,40 miles SW of Fort Stockton Fort Stockton TX 79735,"(30.8940431, -102.8793222)"
1115 FM 969,,Bastrop,TX,78602,1115 FM 969 Bastrop TX 78602,"(30.1708775, -97.40271159999999)"
11153 Hwy 16,,Savage,MT,59262,11153 Hwy 16 Savage MT 59262,"(47.5216853, -104.3189769)"
1842 Mt Moriah Church Rd ,,Clinton ,NC,28328,1842 Mt Moriah Church Rd  Clinton  NC 28328,"(35.0834375, -78.4041436)"
5174 County Road 237,"4450 County Road 245, Newcastle, CO, 81647",Rifle,CO,81650,5174 County Road 237 Rifle CO 81650,"(39.6274277, -107.6517406)"
1051 Cross Keys Road ,"Mailing: PO Box 756  Leesport, PA  19533  ",Leesport,PA,19533,1051 Cross Keys Road  Leesport PA 19533,"(40.4273097, -75.97469439999999)"
6314 W Broadway ,,McCordsville,IN,46055,6314 W Broadway  McCordsville IN 46055,"(39.8939887, -85.9243639)"
32000 Bill Threeton Lane,28153 Cattle Drive Springfield LA 70462 (Mailing),Springfield,LA,70462,32000 Bill Threeton Lane Springfield LA 70462,"(30.4065034, -90.5489949)"
1478 Phillips Road,,Rayne,LA,70578,1478 Phillips Road Rayne LA 70578,"(30.3047485, -92.27862089999999)"
182 Little Toledo Bend Ln,,Eunice,LA,70535,182 Little Toledo Bend Ln Eunice LA 70535,"(30.4904536, -92.47577369999999)"
3969 RT 2,,Marshfield,VT,5658,3969 RT 2 Marshfield VT 5658,"(44.3256412, -72.37788189999999)"
784 Steve Roberts Special,,Zolfo Springs,FL,33890,784 Steve Roberts Special Zolfo Springs FL 33890,"(27.498889, -81.7780848)"
7700 Hwy 71 W.,,Austin,TX,78735,7700 Hwy 71 W. Austin TX 78735,"(30.2424653, -97.8816418)"
220 Chahokia Drive,,Rutledge,TN,37861,220 Chahokia Drive Rutledge TN 37861,"(36.2089466, -83.47223199999999)"
19189 CR 437,,Lindale,TX,75771,19189 CR 437 Lindale TX 75771,"(32.477702, -95.488207)"
P O Box 196,1103 Bond Rd,Reddell,LA,70580,P O Box 196 Reddell LA 70580,"(30.6753386, -92.4273951)"
69 Woodland Circle,,Edina,MN,55424,69 Woodland Circle Edina MN 55424,"(44.9016789, -93.3307543)"
12848 CR 26 SW,,Farwell,MN,56327,12848 CR 26 SW Farwell MN 56327,"(45.7864829, -95.571034)"
4963 Price Rd,,Montgomery,TX,77316,4963 Price Rd Montgomery TX 77316,"(30.3183371, -95.70360029999999)"
1080 Redfox Lane,,Ville Platte,LA,70586,1080 Redfox Lane Ville Platte LA 70586,"(30.7141716, -92.413697)"
151 Hwy 104,,Oberlin,LA,70655,151 Hwy 104 Oberlin LA 70655,"(30.566565, -92.6709149)"
1441 Wilba Vizinat Loop,,Mamou,LA,70554,1441 Wilba Vizinat Loop Mamou LA 70554,"(30.553234, -92.454736)"
24524 SH 35 S,,PALACIOS,TX,77465,24524 SH 35 S PALACIOS TX 77465,"(28.7384386, -96.2114667)"
6398 County Road 20,P.O. Box 847,Orland,CA,95963,6398 County Road 20 Orland CA 95963,"(39.725936, -122.208153)"
2002 Rosedown Drive,,Lake Charles,LA,70605,2002 Rosedown Drive Lake Charles LA 70605,"(30.1584683, -93.2537857)"
1106 Minnow Farm Road,,Brinkley,AR,72021,1106 Minnow Farm Road Brinkley AR 72021,"(34.7194057, -91.09562269999999)"
41002 Hwy. 717,,Gueydan,LA,70542,41002 Hwy. 717 Gueydan LA 70542,"(30.057956, -92.6570459)"
13355 A Howells Ferry Rd,,Wilmer,AL,36587,13355 A Howells Ferry Rd Wilmer AL 36587,"(30.771431, -88.359224)"
1078 North Hwy 191,,Cochise,AZ,85606,1078 North Hwy 191 Cochise AZ 85606,"(32.1139688, -109.9211756)"
20016 Carl Hoppe Road,,Iowa,LA,70647,20016 Carl Hoppe Road Iowa LA 70647,"(30.321554, -92.946882)"
242 Last Chance Trail,,Wibaux,MT,59353,242 Last Chance Trail Wibaux MT 59353,"(46.8154074, -104.1745208)"
37 Yonce Pond Road,,Johnston,SC,29832,37 Yonce Pond Road Johnston SC 29832,"(33.8409333, -81.7807741)"
2846 Frey Cove Road,,Eunice,LA,70535,2846 Frey Cove Road Eunice LA 70535,"(30.3979647, -92.432028)"
18080 Lamotte Road,,Welsh,LA,70591,18080 Lamotte Road Welsh LA 70591,"(30.2915608, -92.8996133)"
12398 Highway 25,,Franklinton,LA,70438,12398 Highway 25 Franklinton LA 70438,"(30.70855, -90.178868)"
4050 Topaz Park Road,"1300 Buckeye Road Suite B, Minden, NV 89423",Gardnerville,NV,89410,4050 Topaz Park Road Gardnerville NV 89410,"(38.6938697, -119.5155768)"
3360 CROCHET ROAD,,JENNINGS,LA,70546,3360 CROCHET ROAD JENNINGS LA 70546,"(30.3632471, -92.65356779999999)"
23195 Crowley Eunice Hwy,,Crowley,LA,70526,23195 Crowley Eunice Hwy Crowley LA 70526,"(30.296119, -92.402086)"
1069 Big Woods Vinton Road,,Vinton,LA,70668,1069 Big Woods Vinton Road Vinton LA 70668,"(30.2763723, -93.5707985)"
2106 Hwy 360,,White Sulphur Springs,MT,59645,2106 Hwy 360 White Sulphur Springs MT 59645,"(46.6775803, -111.223882)"
302 Al Frey Lane,,Eunice,LA,70535,302 Al Frey Lane Eunice LA 70535,"(30.3943585, -92.40308019999999)"
961 Russell Cave Road,,Paris,KY,40361,961 Russell Cave Road Paris KY 40361,"(38.2650213, -84.38135059999999)"
5260 Ridge Rd,,Williamson,NY,14589,5260 Ridge Rd Williamson NY 14589,"(43.2311317, -77.1318429)"
18 Honey Farm Lane,,Petal,MS,39465,18 Honey Farm Lane Petal MS 39465,"(31.3294489, -89.1399706)"
23 Mitchel Rd,,Brewster ,WA,98812,23 Mitchel Rd Brewster  WA 98812,"(48.121097, -119.7518084)"
220 Oscar Tate Rd,,Salemburg ,NC,28385,220 Oscar Tate Rd Salemburg  NC 28385,"(35.074123, -78.4847261)"
3164 Governor Moore Rd ,,Clinton ,NC,28328,3164 Governor Moore Rd  Clinton  NC 28328,"(35.0663397, -78.2903684)"
PO Box 2,2320 Jackson County Road 28A,Rand,CO,80473,PO Box 2 Rand CO 80473,"(40.4538703, -106.1814128)"
5340 Cornelia Highway,,Alto,GA,30510,5340 Cornelia Highway Alto GA 30510,"(34.4220596, -83.6498883)"
113 West Point Rd.,,Aspers,PA,17304,113 West Point Rd. Aspers PA 17304,"(40.0014011, -77.2776674)"
